,title,view,like,unlike,comment,date,token2
150,상황극에 중독된 여동생16 조재원 결국 유이한테 걸렸엌,5037818,64000,981,4248,2018.6.18,"['중독', '이한', '상황', '여동생', '결국']"
151,조재원 죽음의 ASMR '엄마편' 7탄 feat구공탄 가디언즈의 등장미쳤냐곸,941443,17000,316,1878,2018.6.14,"['죽음', '구공탄', '등장', '엄마']"
152,상황극에 중독된 여동생15 무려1달동안 준비해왔다곸내가 못살앜,6230414,77000,1400,4223,2018.5.26,"['동안', '중독', '준비', '상황', '여동생']"
153,차 빌려줬는데 사고내서 온 개그맨 김기리 선배 복수했습니닼,1550670,18000,376,1411,2018.5.24,"['복수', '개그맨', '내서', '선배']"
154,상황극에 중독된 여동생 '협찬편' 유이 세수시켜버리기넌 내가 오늘 지운닼,2000466,28000,469,1823,2018.5.18,"['중독', '세수', '내가', '상황', '협찬', '여동생', '오늘']"
155,상황극에 중독된 여동생 '협찬편' 아닠지갘무슨 진짜 영화속으로 들어가서 연기한다곸,1319656,18000,306,1144,2018.5.18,"['중독', '연기', '영화', '상황', '협찬', '여동생', '진짜']"
156,여러분 조재원의 복수혈전 드디어 시작합니닼,2890180,33000,787,2294,2018.5.11,"['복수', '혈전', '시작']"
157,아자르 2탄벌칙이 유이한테 애교영상보낸다곸살려주세욬,917302,11000,211,603,2018.5.11,"['영상', '벌칙', '아자르', '주세']"
158,상황극에 중독되면 다행인 여동생아닠시도때도없이 그만하라곸근데 나도 중독됐엌,5169860,8000,1200,4576,2018.5.10,"['다행', '나도', '중독', '시도', '상황', '여동생']"
159,상황극에 중독된 여동생 '특별편' 홍대에서 상황극 남매를 본다면진짜 미쳤엍,3507818,52000,736,3425,2018.5.1,"['남매', '중독', '특별', '상황', '여동생', '진짜']"
160,여러분 저 모모랜드 앞에서 '무반주' 뿜뿜 추고왔어욬,715157,1000,270,1042,2018.4.26,"['무반주', '랜드']"
161,상황극에 중독된 여동생14 2주만에 제대로 준비해왔엌미쳤나봨여러분 제발 살려주세욬,4462350,61000,920,3378,2018.4.21,"['주세', '중독', '준비', '상황', '여동생', '제대']"
162,친한 형에게 소개팅 시켜준다 하고 '엄마'를 소개시켜준다면,409609,6300,113,474,2018.4.20,"['소개팅', '소개', '엄마']"
163,상황극에 중독된 여동생13 소중함에 속앜익숙함을 잃지말잨소중함에 속았엌,3511487,42000,609,3295,2018.4.7,"['중함', '여동생', '중독', '상황']"
164,상황극에 중독된 여동생12아 제발진짜 이번에 정신나갔나봐 진짴,3877761,51000,810,3773,2018.4.1,"['정신', '중독', '이번', '상황', '여동생']"
165,소개팅했는뎈바로 여자친구 만들어버리깈그럼 우리 오늘부터 1일맞죸,651501,8600,272,1751,2018.3.27,"['여자', '오늘', '친구']"
166,상황극에 중독된 여동생11안창피하냐곸아 얄미워죽겠엌,4957932,57000,1200,4594,2018.3.24,"['여동생', '중독', '창피', '상황']"
167,상황극에 중독된 여동생 '협찬편' 지가 무슨 진짜 영화 찍는줄알앜,2138864,29000,527,2069,2018.3.21,"['중독', '영화', '상황', '협찬', '여동생', '진짜']"
168,상황극에 중독된 여동생 '협찬편' 아닠하다하다 못해 제모기를제발욬,1950197,17000,491,1752,2018.3.19,"['중독', '상황', '협찬', '여동생', '모기']"
169,상황극에 중독된 여동생10진짜 더이상 못참겠엌전쟁을 선포한닼,6814981,68000,1200,4776,2018.3.17,"['선포', '중독', '상황', '여동생', '이상']"
170,조재원 죽음의 ASMR '엄마편' 6탄 (여러분 목숨걸고 했습니다),880415,13000,274,1485,2018.3.15,"['죽음', '목숨', '엄마']"
171,상황극에 중독된 여동생9여러분 유이가 드디어 미쳤어욬,5609799,75000,1100,4443,2018.3.3,"['여동생', '중독', '상황']"
