,title,view,like,unlike,comment,date,token2
90,['내 아기 강아지에게 ‘외로움을 가르칠 건가요’강형욱의 멍스쿨 초보 보호자'],432646,5600,83,336,2020.4.10,"['스쿨', '아기', '가요', '외로움', '초보', '보호자', '강아지']"
91,['저를 밟고 지나가는 강아지 이유가 있나요｜강형욱의 소소한 Q&A'],457533,6100,57,1066,2020.4.7,"['이유', '소한', '강아지']"
92,['가족만 공격하는 두 얼굴의 야누스 진돗개 칠복 2부 (2/2)｜내 강아지의 공격성 The aggression of my dog'],916282,7300,177,446,2020.4.6,"['진돗개', '야누스', '칠복', '공격성', '가족', '공격', '얼굴', '강아지']"
93,['가족만 공격하는 두 얼굴의 야누스 진돗개 칠복 1부 (1/2)｜내 강아지의 공격성 The aggression of my dog'],817190,7300,227,459,2020.4.6,"['진돗개', '야누스', '칠복', '공격성', '가족', '공격', '얼굴', '강아지']"
94,['솜뭉치 푸들은 참지않긔 ‘강형욱 훈련사도 깨물리면 아프다’강형욱의 멍스쿨 초보 보호자'],316884,4300,56,248,2020.4.3,"['참지', '스쿨', '초보', '푸들', '훈련', '보호자', '솜뭉치']"
95,['강아지도 보호자에게 권태기를 느끼나요｜강형욱의 소소한 Q&A'],128660,2800,29,390,2020.4.1,"['보호자', '권태기', '소한', '강아지']"
96,['사모예드 성격 편 (사회성의심쟁이사람이좋아)｜강형욱의 견종백과 X 극한견주 솜이 X 백곰이'],557990,8200,112,709,2020.3.30,"['사람', '사회성', '극한', '백과', '성격', '백곰', '사모예드', '견주']"
97,['다올이 봄 산책'],141212,4800,23,473,2020.3.27,['산책']
98,['기침 소리에 짖는 강아지 개 소리 같아서 그러나요｜강형욱의 소소한 Q&A'],77150,1900,13,451,2020.3.25,"['소리', '소한', '기침', '강아지']"
99,['사모예드 대형견&파워  편 (폭풍성장전력질주)｜강형욱의 견종백과 X 극한견주 솜이 X 백곰이'],804689,1000,137,842,2020.3.23,"['전력', '견주', '질주', '극한', '파워', '대형', '백과', '백곰', '사모예드', '폭풍', '성장']"
100,[돌격하는 솜뭉치와 '목줄 채우기 전쟁'강형욱의 멍스쿨 초보 보호자],158478,2500,23,175,2020.3.20,"['스쿨', '전쟁', '목줄', '초보', '돌격', '보호자', '솜뭉치']"
101,['다른 개에게 공격적인데 피해 다니는 게 최선인가요 ｜강형욱의 소소한 Q&A'],80355,1500,20,391,2020.3.18,"['최선', '소한', '공격적']"
102,['사모예드 털 편 (털빠짐 목욕고충 한국더위)｜강형욱의 견종백과 X 극한견주 솜이 X 백곰이'],1319693,16000,241,1521,2020.3.16,"['더위', '고충', '목욕', '극한', '백과', '백곰', '사모예드', '한국', '견주']"
103,[강형욱 훈련사도 못 앉히는 강아지 '댕댕이 빌런의 등장'강형욱의 멍스쿨 초보 보호자],1792063,16000,274,1148,2020.3.13,"['스쿨', '댕댕이', '초보', '사도', '등장', '훈련', '보호자', '강아지']"
104,['만져달라고 해서 만지려고 하면 도망가는데 절 싫어하는 건가요 ｜강형욱의 소소한 Q&A'],188387,3500,30,580,2020.3.11,"['가요', '소한']"
105,['점점 심해지는 식분증 해결하는 교육법｜2019 댕댕이페스티벌'],80085,1200,20,154,2020.3.9,"['댕댕이', '교육법', '페스티벌', '식분', '해결']"
106,['내 강아지 놓치지 말자 줄 잘 잡는 방법｜내 강아지의 공격성 하이라이트'],47940,834,8,71,2020.3.6,"['방법', '공격성', '말자', '하이라이트', '강아지']"
107,['강아지도 뽀뽀를 애정표현이라고 생각하나요｜강형욱의 소소한 Q&A'],619081,9000,148,1220,2020.3.4,"['뽀뽀', '소한', '생각', '애정', '표현', '강아지']"
108,['훈련사도 포기한 강아지 샤페이 또또 2부｜내 강아지의 공격성 The aggression of my dog'],4199537,32000,11000,3621,2020.3.2,"['사도', '훈련', '공격성', '포기', '강아지']"
109,['훈련사도 포기한 강아지 샤페이 또또 1부｜내 강아지의 공격성 The aggression of my dog'],4227237,26000,11000,2669,2020.3.2,"['사도', '훈련', '공격성', '포기', '강아지']"
110,['강아지가 발뒤꿈치를 계속 물어요｜2019 댕댕이페스티벌'],59570,1000,13,112,2020.2.28,"['댕댕이', '발뒤꿈치', '페스티벌', '강아지']"
111,['강아지에게 사과를 받는 방법이 있나요｜강형욱의 소소한 Q&A'],269888,4400,57,831,2020.2.26,"['사과', '방법', '소한', '강아지']"
112,['내 손짓과 말투가 공격성을 칭찬했다｜내 강아지의 공격성 하이라이트'],100010,1300,10,99,2020.2.24,"['손짓', '말투', '공격성', '칭찬', '하이라이트', '강아지']"
113,['스킨십을 너무 좋아해서 달려들고 점프하는데 어떡해야 하나요｜2019 댕댕이페스티벌'],95502,1400,16,153,2020.2.21,"['스킨십', '점프', '댕댕이', '페스티벌']"
114,['강아지도 맘대로 사진 찍는 걸 무례하다고 생각하나요｜강형욱의 소소한 Q&A'],105770,2200,26,335,2020.2.19,"['소한', '사진', '생각', '무례', '강아지']"
115,['나도 모르게 응원한 강아지의 줄당김｜내 강아지의 공격성 하이라이트'],156398,1800,18,93,2020.2.17,"['응원', '공격성', '하이라이트', '강아지']"
116,['‘레오의 설 연휴’ 전직 경찰견 레오 어르신은 명절에 뭐하실까'],626700,12000,172,539,2020.2.14,"['오의', '경찰견', '명절', '연휴', '어르신', '전직']"
117,['오래 산책하는 것보다 멀리 가는 게 더 중요한가요｜강형욱의 소소한 Q&A'],295870,5300,46,775,2020.2.12,"['중요', '가요', '소한', '산책']"
118,['강아지를 다치게 만드는 위험한 터그놀이 실수터그놀이 주의점'],247462,3800,33,281,2020.2.10,"['실수', '놀이', '주의', '위험', '강아지']"
119,['터그놀이 모르던 강아지가 터그에 빠지는 과정터그 초보 강아지'],823250,6300,75,756,2020.2.7,"['놀이', '초보', '과정', '강아지']"
120,['산책 중 다시 냄새 맡아보는 건 뭔가 수상해서 그런 건가요｜강형욱의 소소한 Q&A'],114220,2000,20,436,2020.2.5,"['가요', '소한', '냄새', '수상']"
121,['총체적 난국 프렌치 불독 레오 2부｜내 강아지의 공격성 The aggression of my dog'],2378197,23000,820,2613,2020.2.3,"['난국', '공격성', '총체적', '프렌치', '강아지']"
122,['총체적 난국 프렌치 불독 레오 1부｜내 강아지의 공격성 The aggression of my dog'],3879371,22000,1000,1477,2020.2.3,"['난국', '공격성', '총체적', '프렌치', '강아지']"
123,['강아지 ‘어부바’ 개인기 교육｜강형욱의 멍스쿨'],36058,691,9,94,2020.1.31,"['스쿨', '교육', '어부', '개인', '강아지']"
124,['베개에 응가하는 강아지 저를 업신여기는 건가요｜강형욱의 소소한 Q&A'],98022,1800,9,401,2020.1.29,"['소한', '가요', '응가', '베개', '강아지']"
125,['밥 먹을 때 다가오는 강아지 교육법｜2019 댕댕이페스티벌'],194927,2500,42,194,2020.1.28,"['댕댕이', '교육법', '페스티벌', '강아지']"
126,['첼시 다올 바로 레오 귀여움 박살나는 미공개 영상 大방출 (천상계 BGM 첨부)'],188998,4900,37,274,2020.1.23,"['영상', '방출', '첨부', '천상계', '공개']"
127,['강아지도 남들이 재밌어 보이면 끼고 싶어 하나요｜강형욱의 소소한 Q&A'],166398,3200,25,387,2020.1.22,"['소한', '강아지']"
128,['다른 강아지를 모른 척하는 빈지노 반려견 꼬미 이대로 괜찮을까｜2019 댕댕이페스티벌'],55216,1000,14,80,2020.1.20,"['반려', '댕댕이', '빈지', '페스티벌', '강아지']"
129,['강아지 ‘안녕’ 해보개｜강형욱의 멍스쿨'],69833,1300,16,123,2020.1.17,"['스쿨', '안녕', '보개', '강아지']"
130,['흥분하면 소변 누는 강아지 교육하는 방법 From 강형욱 To 빈지노｜2019 댕댕이페스티벌'],84993,1400,15,110,2020.1.16,"['소변', '방법', '댕댕이', '교육', '빈지', '페스티벌', '흥분', '강아지']"
131,['외부 강아지를 보고 짖다가 우리 강아지끼리 싸우는데 이유가 있나요｜강형욱의 소소한 Q&A'],125256,2500,34,374,2020.1.15,"['이유', '외부', '소한', '강아지']"
132,['오랜만입니다 (Full버전)｜강형욱의 근황 토크'],116453,3900,51,316,2020.1.14,"['근황', '오랜만', '토크', '버전']"
133,['빈지노는 왜 안락사 위기의 유기견 꼬미를 입양했을까｜2019 댕댕이페스티벌'],61191,1500,19,114,2020.1.13,"['입양', '댕댕이', '안락사', '빈지', '유기', '페스티벌', '위기']"
134,['강아지 ‘뒤로 걸으며 다리 사이’ 해보개｜강형욱의 멍스쿨'],26676,443,13,64,2020.1.10,"['스쿨', '보개', '사이', '다리', '강아지']"
135,['강아지가 사람의 성별을 구별할 수 있나요｜강형욱의 소소한 Q&A'],319040,4900,72,624,2020.1.8,"['사람', '소한', '구별', '성별', '강아지']"
136,['거스르면 문다 맹수로 돌변하는 진돗개 마루 2부｜내 강아지의 공격성 The aggression of my dog'],3618113,18000,873,1103,2020.1.7,"['마루', '진돗개', '공격성', '맹수', '돌변', '강아지']"
137,['거스르면 문다 맹수로 돌변하는 진돗개 마루 1부｜내 강아지의 공격성 The aggression of my dog'],2441595,15000,751,1134,2020.1.6,"['마루', '진돗개', '공격성', '맹수', '돌변', '강아지']"
138,['강아지 ‘다리 사이에서 걷기’ 해보개｜강형욱의 멍스쿨'],33438,598,11,54,2020.1.3,"['스쿨', '보개', '사이', '다리', '걷기', '강아지']"
139,['소변은 잘 가리는데 대변을 못 가려요｜2019 댕댕이페스티벌'],69516,1000,19,143,2020.1.2,"['대변', '소변', '댕댕이', '페스티벌']"
140,['도플갱어끼리 마주치면 죽나요 박완규님 소환｜강형욱의 소소한 Q&A'],149118,5100,32,703,2020.1.1,"['소환', '소한']"
141,['강아지 ‘빵야’ 해보개｜강형욱의 멍스쿨'],142123,1900,35,181,2019.12.27,"['스쿨', '보개', '강아지']"
142,['강아지도 남 탓을 하나요｜강형욱의 소소한 Q&A'],96780,2000,16,485,2019.12.26,"['소한', '강아지']"
143,['강아지가 산책 가고 싶을 때 보내는 신호가 있나요｜강형욱의 소소한 Q&A'],235636,3800,45,603,2019.12.24,"['소한', '신호', '산책', '강아지']"
144,['강아지와 함께 주말 당일치기 강원도 여행(with 레오 & 다올)'],90492,2800,17,207,2019.12.23,"['당일', '여행', '주말', '강아지']"
145,['강아지 ‘받아먹기’ 해보개｜강형욱의 멍스쿨'],33370,656,10,88,2019.12.20,"['스쿨', '보개', '강아지']"
146,['밥 안 먹는 강아지 뺏어 먹는 척하면 더 잘 먹나요｜강형욱의 소소한 Q&A'],133544,2600,28,492,2019.12.19,"['소한', '강아지']"
147,['내 강아지가 다른 강아지를 어려워한다면｜2019 댕댕이페스티벌'],63224,1300,8,113,2019.12.18,"['댕댕이', '페스티벌', '강아지']"
148,['강아지는 좋아하는 물건을 가족으로 생각하나요｜강형욱의 소소한 Q&A'],96480,2200,16,348,2019.12.17,"['소한', '생각', '물건', '가족', '강아지']"
149,['배변패드 끝에 볼일을 보는 이유는｜2019 댕댕이페스티벌'],328224,4500,62,454,2019.12.16,"['볼일', '댕댕이', '패드', '페스티벌', '이유']"
150,['강아지 ‘백스텝’ 해보개｜강형욱의 멍스쿨'],26052,570,2,70,2019.12.13,"['백스텝', '스쿨', '보개', '강아지']"
151,['냄새맡느라 산책이 힘든 강아지 기다려줘야 하나요｜강형욱의 소소한 Q&A'],364440,6000,44,904,2019.12.12,"['소한', '냄새', '산책', '강아지']"
152,['강아지 차멀미 줄이는 팁｜2019 댕댕이페스티벌'],64699,1300,10,100,2019.12.11,"['댕댕이', '차멀미', '페스티벌', '강아지']"
153,['강아지가 잘못했을 때 코를 때리면 교육이 되나요｜강형욱의 소소한 Q&A'],420355,5500,78,1037,2019.12.10,"['교육', '소한', '강아지']"
154,['강아지 ‘굴러’ 해보개｜강형욱의 멍스쿨'],43869,898,15,90,2019.12.6,"['스쿨', '보개', '강아지']"
155,['강아지와 같이 뛰어주면 스트레스가 풀릴까요｜강형욱의 소소한 Q&A'],153082,2700,23,403,2019.12.5,"['스트레스', '소한', '강아지']"
156,['웃으면서 조곤조곤 싸우면 가족이 화목한 줄 아나요 (부부싸움가족싸움)｜강형욱의 소소한 Q&A'],162102,3400,16,418,2019.12.3,"['소한', '싸움', '부부', '화목', '가족']"
157,['입을 물어뜯긴 보호자 품 안에 강아지 말티푸 하루 2부｜내 강아지의 공격성 The aggression of my dog'],1865475,2000,662,2235,2019.11.29,"['보호자', '공격성', '하루', '강아지']"
158,['입을 물어뜯긴 보호자 품 안에 강아지 말티푸 하루 1부｜내 강아지의 공격성 The aggression of my dog'],3293747,23000,887,3459,2019.11.28,"['보호자', '공격성', '하루', '강아지']"
159,['강아지는 엘리베이터를 타면 순간 이동 했다고 생각하나요｜강형욱의 소소한 Q&A'],326383,5100,63,728,2019.11.26,"['소한', '생각', '강아지', '이동', '순간', '엘리베이터']"
160,['※반전매력 주의※ 두 얼굴의 보더 콜리 다올이가 화내는 이유는'],220315,3900,26,160,2019.11.22,"['주의', '전매', '콜리', '보더', '얼굴', '이유']"
161,['물그릇 첨벙거리는 강아지 불만 있는 건가요｜강형욱의 소소한 Q&A'],98392,2700,19,295,2019.11.21,"['그릇', '소한', '가요', '불만', '강아지']"
162,['댕버랜드에 나타난 춤 추는 강아지들｜2019 댕댕이페스티벌 독댄스'],23140,651,12,52,2019.11.20,"['댕댕이', '댄스', '페스티벌', '강아지']"
163,['반려견이 보호자를 포기해버리기도 하나요｜강형욱의 소소한 Q&A'],199932,4200,34,568,2019.11.19,"['보호자', '소한', '반려', '포기']"
164,['내 강아지가 물게되는 한계점은｜내 개가 물었어요 세미나'],117142,1700,23,117,2019.11.18,"['한계점', '세미', '강아지']"
165,['강아지 ‘스피닝’ 해보개｜강형욱의 멍스쿨'],24755,581,4,69,2019.11.15,"['스피닝', '스쿨', '보개', '강아지']"
